date,strain_collection_id,strain_name,strain_id,query_name,query_id,control_query_id,plate,row,column,n,sd,mean,n_ctrl,sd_ctrl,mean_ctrl,growth_ratio,log2_fold_change,sd_log2_fold_change,z_score
4/26/20,MATa-deletion-384,mhf1,rec7610,GAL1p-nsp4,pWJ2754,pWJ1781,14,12,5,4,0.073472077,0.929262791,4,0.043182083,0.992883273,0.935929956,-0.095527531,0.287945373,-0.368902666
4/26/20,MATa-deletion-384,coq1,rec3138,GAL1p-nsp4,pWJ2754,pWJ1781,11,16,8,4,0.159867897,0.933354442,4,0.102053807,0.996999506,0.936169796,-0.095157875,0.287945373,-0.367618895
4/26/20,MATa-deletion-384,pir3,rec5013,GAL1p-nsp4,pWJ2754,pWJ1781,5,14,17,4,0.080268386,0.932221689,4,0.059608676,0.995702124,0.936251959,-0.095031263,0.287945373,-0.367179185
4/26/20,MATa-deletion-384,om45,rec2295,GAL1p-nsp4,pWJ2754,pWJ1781,13,6,13,4,0.122650827,1.227798191,4,0.115641504,1.31130752,0.93632084,-0.094925126,0.287945373,-0.366810587
4/26/20,MATa-deletion-384,sho1,rec6116,GAL1p-nsp4,pWJ2754,pWJ1781,13,10,16,4,0.064510601,1.227406531,4,0.061381718,1.310717755,0.936443321,-0.094736419,0.287945373,-0.366155227
4/26/20,MATa-deletion-384,zds1,rec859,GAL1p-nsp4,pWJ2754,pWJ1781,2,4,14,4,0.08883066,0.90340033,4,0.059584151,0.964709724,0.936454419,-0.09471932,0.287945373,-0.366095845
4/26/20,MATa-deletion-384,frk1,rec2111,GAL1p-nsp4,pWJ2754,pWJ1781,3,12,10,4,0.060425505,0.957135069,4,0.028991602,1.021970844,0.936564305,-0.094550041,0.287945373,-0.36550796
4/26/20,MATa-deletion-384,cka1,rec1428,GAL1p-nsp4,pWJ2754,pWJ1781,8,14,13,4,0.065927425,1.275362484,4,0.075957337,1.361649741,0.936635011,-0.094441128,0.287945373,-0.365129719
4/26/20,MATa-deletion-384,ybl095w,rec3121,GAL1p-nsp4,pWJ2754,pWJ1781,11,14,6,4,0.087378643,1.111273639,4,0.040956841,1.186391008,0.936689475,-0.094357241,0.287945373,-0.364838388
4/26/20,MATa-deletion-384,caf16,rec5647,GAL1p-nsp4,pWJ2754,pWJ1781,8,7,16,4,0.082695305,1.137384987,4,0.083617407,1.214251124,0.936701885,-0.094338126,0.287945373,-0.364772005
4/26/20,MATa-deletion-384,flo10,rec7106,GAL1p-nsp4,pWJ2754,pWJ1781,12,8,7,4,0.100631614,1.006397318,4,0.08355402,1.07441106,0.936702613,-0.094337005,0.287945373,-0.36476811
4/26/20,MATa-deletion-384,dit1,rec4239,GAL1p-nsp4,pWJ2754,pWJ1781,3,3,13,4,0.070153906,0.928390883,4,0.041707492,0.991069878,0.936762611,-0.0942446,0.287945373,-0.3644472
4/26/20,MATa-deletion-384,dbf20,rec5527,GAL1p-nsp4,pWJ2754,pWJ1781,7,10,14,4,0.042753582,1.06870182,4,0.060022079,1.140590783,0.936977694,-0.093913391,0.287945373,-0.363296951
4/26/20,MATa-deletion-384,yel010w,rec250,GAL1p-nsp4,pWJ2754,pWJ1781,3,9,5,4,0.072545937,1.051292779,4,0.031337923,1.12198347,0.937000506,-0.093878268,0.287945373,-0.363174971
4/26/20,MATa-deletion-384,tep1,rec2948,GAL1p-nsp4,pWJ2754,pWJ1781,11,12,15,4,0.050305996,0.974281264,4,0.04145745,1.039708875,0.937077272,-0.093760076,0.287945373,-0.362764506
4/26/20,MATa-deletion-384,tif4632,rec4417,GAL1p-nsp4,pWJ2754,pWJ1781,7,3,5,4,0.110495338,1.09266025,4,0.040430813,1.165763506,0.9372969,-0.093421983,0.287945373,-0.36159035
4/26/20,MATa-deletion-384,djp1,rec2340,GAL1p-nsp4,pWJ2754,pWJ1781,13,6,17,4,0.137587242,0.782565718,4,0.131468487,0.834912297,0.937310409,-0.093401191,0.287945373,-0.36151814
4/26/20,MATa-deletion-384,cpr5,rec3663,GAL1p-nsp4,pWJ2754,pWJ1781,8,6,19,4,0.043144603,0.895343964,4,0.134367591,0.955101514,0.937439849,-0.093201972,0.287945373,-0.360826277
